t
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
dweibull
t
norm
norm
f
triang
geom
hypergeom
laplace
logistic
dweibull
gamma
norm
norm
t
f
geom
hypergeom
laplace
logistic
chi
triang
gamma
dweibull
f
t
geom
hypergeom
laplace
logistic
dweibull
t
norm
triang
f
gamma
geom
hypergeom
laplace
logistic
beta
triang
gamma
dweibull
norm
nct
f
hypergeom
laplace
logistic
dweibull
triang
t
norm
nct
f
geom
hypergeom
laplace
logistic
dweibull
nct
t
norm
triang
f
geom
hypergeom
laplace
logistic
laplace
nct
t
dweibull
f
triang
geom
hypergeom
laplace
logistic
beta
laplace
gamma
nct
t
triang
dweibull
hypergeom
laplace
logistic
dweibull
norm
t
triang
pareto
f
geom
hypergeom
laplace
logistic
gamma
norm
norm
nct
triang
dweibull
geom
hypergeom
laplace
logistic
laplace
dweibull
t
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
logistic
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
dweibull
triang
norm
t
pareto
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
gamma
geom
hypergeom
laplace
logistic
nct
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
dweibull
logistic
nct
t
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
gamma
geom
hypergeom
laplace
logistic
logistic
nct
dweibull
triang
pareto
f
geom
hypergeom
laplace
logistic
nct
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
laplace
nct
t
dweibull
f
triang
geom
hypergeom
laplace
logistic
nct
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
nct
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
triang
pareto
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
dweibull
logistic
nct
norm
t
triang
geom
hypergeom
laplace
logistic
