beta
f
gamma
norm
norm
nct
t
dweibull
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
dweibull
t
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
logistic
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
laplace
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
t
logistic
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
gamma
geom
hypergeom
laplace
logistic
logistic
nct
t
dweibull
triang
gamma
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
gamma
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
laplace
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
gamma
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
triang
f
gamma
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
gamma
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
dweibull
gamma
norm
norm
nct
t
triang
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
dweibull
t
norm
triang
expon
gamma
geom
hypergeom
laplace
logistic
nct
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
laplace
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
t
logistic
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
logistic
t
dweibull
f
triang
gamma
geom
hypergeom
laplace
logistic
gamma
t
norm
dweibull
f
gamma
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
dweibull
gamma
nct
norm
t
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
f
triang
geom
hypergeom
laplace
logistic
logistic
nct
t
dweibull
triang
gamma
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
dweibull
nct
t
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
triang
pareto
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
triang
f
gamma
geom
hypergeom
laplace
logistic
laplace
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
dweibull
norm
logistic
nct
t
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
triang
f
gamma
geom
hypergeom
laplace
logistic
nct
t
norm
norm
triang
f
dweibull
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
norm
norm
triang
f
dweibull
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
dweibull
t
norm
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
nct
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
t
dweibull
norm
triang
f
gamma
geom
hypergeom
laplace
logistic
dweibull
t
norm
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
dweibull
t
norm
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
norm
norm
triang
dweibull
geom
hypergeom
laplace
logistic
dweibull
t
norm
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
gamma
geom
hypergeom
laplace
logistic
laplace
dweibull
t
norm
f
triang
geom
hypergeom
laplace
logistic
laplace
logistic
t
dweibull
triang
f
geom
hypergeom
laplace
logistic
laplace
dweibull
t
norm
f
triang
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
f
triang
geom
hypergeom
laplace
logistic
dweibull
t
norm
f
triang
gamma
geom
hypergeom
laplace
logistic
nct
t
dweibull
norm
triang
f
geom
hypergeom
laplace
logistic
t
dweibull
norm
norm
triang
f
geom
hypergeom
laplace
logistic
nct
t
norm
norm
triang
f
dweibull
hypergeom
laplace
logistic
nct
t
dweibull
norm
pareto
f
geom
hypergeom
laplace
logistic
